Repository,File Name,Class,Start Line,End Line,Displacement,Level
testserver,server.py,Simple Atributte,164,164,66,A2
testserver,server.py,Simple Atributte,170,170,12,A2
testserver,server.py,Simple Atributte,171,171,12,A2
testserver,server.py,Simple Atributte,171,171,51,A2
testserver,server.py,Simple Atributte,175,175,15,A2
testserver,server.py,Simple Atributte,176,176,19,A2
testserver,server.py,Simple Atributte,176,176,30,A2
testserver,server.py,Simple Atributte,57,57,22,A2
testserver,server.py,Simple Atributte,73,73,24,A2
testserver,server.py,Simple Atributte,74,74,12,A2
testserver,server.py,Simple Atributte,78,78,16,A2
testserver,server.py,Simple Atributte,78,78,46,A2
testserver,server.py,Simple Atributte,80,80,12,A2
testserver,server.py,Simple Atributte,82,82,12,A2
testserver,server.py,Simple Atributte,92,92,12,A2
testserver,server.py,Simple Atributte,104,104,12,A2
testserver,server.py,Simple Atributte,110,110,17,A2
testserver,server.py,Simple Atributte,115,115,19,A2
testserver,server.py,Simple Atributte,121,121,15,A2
testserver,server.py,Simple Atributte,127,127,12,A2
testserver,server.py,Simple Atributte,132,132,16,A2
testserver,server.py,Simple Atributte,171,171,12,A2
testserver,server.py,Simple Atributte,73,73,24,A2
testserver,server.py,Simple Atributte,78,78,16,A2
testserver,server.py,Simple Atributte,115,115,19,A2
testserver,server.py,Simple Atributte,132,132,16,A2
testserver,server.py,Simple Assignment,8,8,4,A1
testserver,server.py,Simple Assignment,9,9,4,A1
testserver,server.py,Simple Assignment,28,28,4,A1
testserver,server.py,Simple Assignment,12,12,8,A1
testserver,server.py,Simple Assignment,16,16,8,A1
testserver,server.py,Simple Assignment,42,42,8,A1
testserver,server.py,Simple Assignment,43,43,8,A1
testserver,server.py,Simple Assignment,45,45,8,A1
testserver,server.py,Simple Assignment,46,46,8,A1
testserver,server.py,Simple Assignment,47,47,8,A1
testserver,server.py,Simple Assignment,49,49,8,A1
testserver,server.py,Simple Assignment,50,50,8,A1
testserver,server.py,Simple Assignment,51,51,8,A1
testserver,server.py,Simple Assignment,85,85,8,A1
testserver,server.py,Simple Assignment,161,161,8,A1
testserver,server.py,Simple Assignment,162,162,8,A1
testserver,server.py,Simple Assignment,163,163,8,A1
testserver,server.py,Simple Assignment,165,165,8,A1
testserver,server.py,Simple Assignment,166,166,8,A1
testserver,server.py,Simple Assignment,174,174,8,A1
testserver,server.py,Simple Assignment,175,175,8,A1
testserver,server.py,Simple Assignment,56,56,12,A1
testserver,server.py,Simple Assignment,71,71,12,A1
testserver,server.py,Simple Assignment,73,73,12,A1
testserver,server.py,Simple Assignment,98,98,12,A1
testserver,server.py,Simple Assignment,102,102,12,A1
testserver,server.py,Simple Assignment,109,111,12,A1
testserver,server.py,Simple Assignment,170,170,12,A1
testserver,server.py,Simplified incremental Assignment with increase amount,20,20,8,A2
testserver,server.py,'raise' exception,122,122,12,B1
testserver,server.py,'pass' statement,94,94,12,B1
testserver,server.py,Import,1,1,0,A2
testserver,server.py,Import,2,2,0,A2
testserver,server.py,Import,3,3,0,A2
testserver,server.py,Import,4,4,0,A2
testserver,server.py,Simple If statements,13,14,8,A1
testserver,server.py,Simple If statements,17,18,8,A1
testserver,server.py,Simple If statements,121,122,8,A1
testserver,server.py,Simple If statements,126,132,8,A1
testserver,server.py,Simple If statements,167,171,8,A1
testserver,server.py,Simple If statements,77,78,12,A1
testserver,server.py,Simple If statements,99,100,12,A1
testserver,server.py,Simple If statements,112,113,12,A1
testserver,server.py,Simple If statements,129,132,12,A1
testserver,server.py,Simple For Loop,97,105,8,A1
testserver,server.py,While with Else Loop,11,20,4,B1
testserver,server.py,'break' statement,14,14,12,B1
testserver,server.py,'break' statement,18,18,12,B1
testserver,server.py,'break' statement,100,100,16,B1
testserver,server.py,Exception --> try/finally,70,82,8,B2
testserver,server.py,Exception --> try/except,91,94,8,B1
testserver,server.py,Exception --> try/except,108,117,8,B1
testserver,server.py,Function with Simple argument with Default argument,7,22,0,A2
testserver,server.py,Function with Simple argument with Default argument,30,51,4,A2
testserver,server.py,Function with Simple argument with Default argument with ** argument,54,61,4,B1
testserver,server.py,Function with Simple argument with ** argument,64,67,4,B1
testserver,server.py,Function with Simple argument,69,82,4,A1
testserver,server.py,Function with Simple argument,84,88,4,A1
testserver,server.py,Function with Simple argument,90,94,4,A1
testserver,server.py,Function with Simple argument,96,105,4,A1
testserver,server.py,Function with Simple argument,107,117,4,A1
testserver,server.py,Function with Simple argument,119,123,4,A1
testserver,server.py,Function with Simple argument,125,137,4,A1
testserver,server.py,Function with Simple argument with Keyword-Only argument,141,171,4,B1
testserver,server.py,Function with Simple argument,173,178,4,A1
testserver,server.py,Function with Simple argument,55,59,8,A1
testserver,server.py,Return,22,22,4,A1
testserver,server.py,Return,61,61,8,A1
testserver,server.py,Return,65,67,8,A1
testserver,server.py,Return,88,88,8,A1
testserver,server.py,Return,123,123,8,A1
testserver,server.py,Return,137,137,8,A1
testserver,server.py,Return,178,178,8,A1
testserver,server.py,Return,59,59,12,A1
testserver,server.py,Return,115,115,12,A1
testserver,server.py,Return,113,113,16,A1
testserver,server.py,Return,117,117,12,A1
testserver,server.py,Simple Class ,25,137,0,B1
testserver,server.py,Inherited Class from Server Using the constructor method --> __init__,140,178,0,B1
tests,test_utils.py,Simple List,71,71,38,A1
tests,test_utils.py,Simple List,84,84,38,A1
tests,test_utils.py,Simple List,127,127,14,A1
tests,test_utils.py,Simple List,848,848,30,A1
tests,test_utils.py,Simple List,196,196,41,A1
tests,test_utils.py,Simple List,373,373,54,A1
tests,test_utils.py,1 Dictionary List,650,650,12,B1
tests,test_utils.py,1 Dictionary List,652,652,35,B1
tests,test_utils.py,1 Dictionary List,653,653,36,B1
tests,test_utils.py,2 Dictionary List,656,659,12,B1
tests,test_utils.py,Simple List,661,661,13,A1
tests,test_utils.py,Simple List,159,159,13,A1
tests,test_utils.py,Simple List,159,159,31,A1
tests,test_utils.py,Simple List,160,160,32,A1
tests,test_utils.py,Simple List,161,161,29,A1
tests,test_utils.py,Simple List,858,858,23,A1
tests,test_utils.py,Simple List,892,892,23,A1
tests,test_utils.py,Simple List,952,952,23,A1
tests,test_utils.py,Simple List,860,860,23,A1
tests,test_utils.py,Simple List,894,894,23,A1
tests,test_utils.py,Simple List,954,956,23,A1
tests,test_utils.py,49 Nested Tuple,418,438,4,A2
tests,test_utils.py,4 Nested Tuple,446,457,4,A2
tests,test_utils.py,4 Nested Tuple,466,477,4,A2
tests,test_utils.py,9 Nested Tuple,485,489,4,A2
tests,test_utils.py,225 Nested Tuple,512,529,4,A2
tests,test_utils.py,4 Nested Tuple,538,541,4,A2
tests,test_utils.py,81 Nested Tuple,549,605,4,A2
tests,test_utils.py,9 Nested Tuple,613,620,4,A2
tests,test_utils.py,36 Nested Tuple,628,635,4,A2
tests,test_utils.py,25 Nested Tuple,647,662,4,A2
tests,test_utils.py,25 Nested Tuple,670,679,4,A2
tests,test_utils.py,9 Nested Tuple,687,691,4,A2
tests,test_utils.py,36 Nested Tuple,699,706,4,A2
tests,test_utils.py,100 Nested Tuple,714,725,4,A2
tests,test_utils.py,64 Nested Tuple,744,753,4,A2
tests,test_utils.py,Simple Tuple,766,769,4,A1
tests,test_utils.py,9 Nested Tuple,787,791,4,A2
tests,test_utils.py,64 Nested Tuple,799,808,4,A2
tests,test_utils.py,100 Nested Tuple,822,833,4,A2
tests,test_utils.py,16 Nested Tuple,907,912,4,A2
tests,test_utils.py,6 Nested Tuple,52,58,8,A2
tests,test_utils.py,4 Nested Tuple,102,105,8,A2
tests,test_utils.py,16 Nested Tuple,158,163,8,A2
tests,test_utils.py,25 Nested Tuple,176,182,8,A2
tests,test_utils.py,Simple Tuple,204,210,8,A1
tests,test_utils.py,Simple Tuple,217,221,8,A1
tests,test_utils.py,Simple Tuple,228,232,8,A1
tests,test_utils.py,Simple Tuple,240,246,8,A1
tests,test_utils.py,Simple Tuple,260,260,38,A1
tests,test_utils.py,Simple Tuple,271,277,8,A1
tests,test_utils.py,Simple Tuple,294,294,8,A1
tests,test_utils.py,4 Nested Tuple,301,304,8,A2
tests,test_utils.py,Simple Tuple,316,321,8,A1
tests,test_utils.py,Simple Tuple,331,331,8,A1
tests,test_utils.py,Simple Tuple,351,360,8,A1
tests,test_utils.py,Simple Tuple,379,388,8,A1
tests,test_utils.py,Simple Tuple,398,398,8,A1
tests,test_utils.py,16 Nested Tuple,399,404,8,A2
tests,test_utils.py,2 Nested Tuple,419,422,8,A2
tests,test_utils.py,2 Nested Tuple,423,423,8,A2
tests,test_utils.py,2 Nested Tuple,424,427,8,A2
tests,test_utils.py,2 Nested Tuple,428,428,8,A2
tests,test_utils.py,2 Nested Tuple,429,432,8,A2
tests,test_utils.py,2 Nested Tuple,433,436,8,A2
tests,test_utils.py,2 Nested Tuple,437,437,8,A2
tests,test_utils.py,Simple Tuple,447,451,8,A1
tests,test_utils.py,Simple Tuple,452,456,8,A1
tests,test_utils.py,Simple Tuple,467,471,8,A1
tests,test_utils.py,Simple Tuple,472,476,8,A1
tests,test_utils.py,Simple Tuple,486,486,8,A1
tests,test_utils.py,Simple Tuple,487,487,8,A1
tests,test_utils.py,Simple Tuple,488,488,8,A1
tests,test_utils.py,Simple Tuple,513,513,8,A1
tests,test_utils.py,Simple Tuple,514,514,8,A1
tests,test_utils.py,Simple Tuple,515,515,8,A1
tests,test_utils.py,Simple Tuple,516,516,8,A1
tests,test_utils.py,Simple Tuple,517,517,8,A1
tests,test_utils.py,Simple Tuple,518,518,8,A1
tests,test_utils.py,Simple Tuple,519,519,8,A1
tests,test_utils.py,Simple Tuple,520,520,8,A1
tests,test_utils.py,Simple Tuple,521,521,8,A1
tests,test_utils.py,Simple Tuple,522,522,8,A1
tests,test_utils.py,Simple Tuple,523,523,8,A1
tests,test_utils.py,Simple Tuple,524,524,8,A1
tests,test_utils.py,Simple Tuple,525,525,8,A1
tests,test_utils.py,Simple Tuple,526,526,8,A1
tests,test_utils.py,Simple Tuple,528,528,8,A1
tests,test_utils.py,Simple Tuple,539,539,8,A1
tests,test_utils.py,Simple Tuple,540,540,8,A1
tests,test_utils.py,2 Nested Tuple,550,550,8,A2
tests,test_utils.py,2 Nested Tuple,551,554,8,A2
tests,test_utils.py,2 Nested Tuple,555,558,8,A2
tests,test_utils.py,2 Nested Tuple,559,559,8,A2
tests,test_utils.py,2 Nested Tuple,560,570,8,A2
tests,test_utils.py,2 Nested Tuple,571,581,8,A2
tests,test_utils.py,2 Nested Tuple,582,592,8,A2
tests,test_utils.py,2 Nested Tuple,593,603,8,A2
tests,test_utils.py,2 Nested Tuple,604,604,8,A2
tests,test_utils.py,Simple Tuple,614,614,8,A1
tests,test_utils.py,Simple Tuple,615,618,8,A1
tests,test_utils.py,Simple Tuple,619,619,8,A1
tests,test_utils.py,Simple Tuple,629,629,8,A1
tests,test_utils.py,Simple Tuple,630,630,8,A1
tests,test_utils.py,Simple Tuple,631,631,8,A1
tests,test_utils.py,Simple Tuple,632,632,8,A1
tests,test_utils.py,Simple Tuple,633,633,8,A1
tests,test_utils.py,Simple Tuple,634,634,8,A1
tests,test_utils.py,Simple Tuple,648,651,8,A1
tests,test_utils.py,Simple Tuple,652,652,8,A1
tests,test_utils.py,Simple Tuple,653,653,8,A1
tests,test_utils.py,Simple Tuple,654,660,8,A1
tests,test_utils.py,Simple Tuple,661,661,8,A1
tests,test_utils.py,Simple Tuple,671,671,8,A1
tests,test_utils.py,Simple Tuple,672,672,8,A1
tests,test_utils.py,Simple Tuple,673,673,8,A1
tests,test_utils.py,Simple Tuple,674,677,8,A1
tests,test_utils.py,Simple Tuple,678,678,8,A1
tests,test_utils.py,Simple Tuple,688,688,8,A1
tests,test_utils.py,Simple Tuple,689,689,8,A1
tests,test_utils.py,Simple Tuple,690,690,8,A1
tests,test_utils.py,Simple Tuple,700,700,8,A1
tests,test_utils.py,Simple Tuple,701,701,8,A1
tests,test_utils.py,Simple Tuple,702,702,8,A1
tests,test_utils.py,Simple Tuple,703,703,8,A1
tests,test_utils.py,Simple Tuple,704,704,8,A1
tests,test_utils.py,Simple Tuple,705,705,8,A1
tests,test_utils.py,Simple Tuple,715,715,8,A1
tests,test_utils.py,Simple Tuple,716,716,8,A1
tests,test_utils.py,Simple Tuple,717,717,8,A1
tests,test_utils.py,Simple Tuple,718,718,8,A1
tests,test_utils.py,Simple Tuple,719,719,8,A1
tests,test_utils.py,Simple Tuple,720,720,8,A1
tests,test_utils.py,Simple Tuple,721,721,8,A1
tests,test_utils.py,Simple Tuple,722,722,8,A1
tests,test_utils.py,Simple Tuple,723,723,8,A1
tests,test_utils.py,Simple Tuple,724,724,8,A1
tests,test_utils.py,Simple Tuple,745,745,8,A1
tests,test_utils.py,Simple Tuple,746,746,8,A1
tests,test_utils.py,Simple Tuple,747,747,8,A1
tests,test_utils.py,Simple Tuple,748,748,8,A1
tests,test_utils.py,Simple Tuple,749,749,8,A1
tests,test_utils.py,Simple Tuple,750,750,8,A1
tests,test_utils.py,Simple Tuple,751,751,8,A1
tests,test_utils.py,Simple Tuple,752,752,8,A1
tests,test_utils.py,Simple Tuple,788,788,8,A1
tests,test_utils.py,Simple Tuple,789,789,8,A1
tests,test_utils.py,Simple Tuple,790,790,8,A1
tests,test_utils.py,Simple Tuple,800,800,8,A1
tests,test_utils.py,Simple Tuple,801,801,8,A1
tests,test_utils.py,Simple Tuple,802,802,8,A1
tests,test_utils.py,Simple Tuple,803,803,8,A1
tests,test_utils.py,Simple Tuple,804,804,8,A1
tests,test_utils.py,Simple Tuple,805,805,8,A1
tests,test_utils.py,Simple Tuple,806,806,8,A1
tests,test_utils.py,Simple Tuple,807,807,8,A1
tests,test_utils.py,Simple Tuple,823,823,8,A1
tests,test_utils.py,Simple Tuple,824,824,8,A1
tests,test_utils.py,Simple Tuple,825,825,8,A1
tests,test_utils.py,Simple Tuple,826,826,8,A1
tests,test_utils.py,Simple Tuple,827,827,8,A1
tests,test_utils.py,Simple Tuple,828,828,8,A1
tests,test_utils.py,Simple Tuple,829,829,8,A1
tests,test_utils.py,Simple Tuple,830,830,8,A1
tests,test_utils.py,Simple Tuple,831,831,8,A1
tests,test_utils.py,Simple Tuple,832,832,8,A1
tests,test_utils.py,Simple Tuple,908,908,8,A1
tests,test_utils.py,Simple Tuple,909,909,8,A1
tests,test_utils.py,Simple Tuple,910,910,8,A1
tests,test_utils.py,Simple Tuple,911,911,8,A1
tests,test_utils.py,Simple Tuple,53,53,12,A1
tests,test_utils.py,Simple Tuple,54,54,12,A1
tests,test_utils.py,Simple Tuple,103,103,12,A1
tests,test_utils.py,Simple Tuple,104,104,12,A1
tests,test_utils.py,Simple Tuple,159,159,12,A1
tests,test_utils.py,2 Nested Tuple,160,160,12,A2
tests,test_utils.py,Simple Tuple,161,161,12,A1
tests,test_utils.py,Simple Tuple,162,162,12,A1
tests,test_utils.py,Simple Tuple,177,177,12,A1
tests,test_utils.py,Simple Tuple,178,178,12,A1
tests,test_utils.py,Simple Tuple,179,179,12,A1
tests,test_utils.py,Simple Tuple,180,180,12,A1
tests,test_utils.py,Simple Tuple,181,181,12,A1
tests,test_utils.py,Simple Tuple,302,302,12,A1
tests,test_utils.py,Simple Tuple,303,303,12,A1
tests,test_utils.py,Simple Tuple,400,400,12,A1
tests,test_utils.py,Simple Tuple,401,401,12,A1
tests,test_utils.py,Simple Tuple,402,402,12,A1
tests,test_utils.py,Simple Tuple,403,403,12,A1
tests,test_utils.py,Simple Tuple,421,421,12,A1
tests,test_utils.py,Simple Tuple,423,423,60,A1
tests,test_utils.py,Simple Tuple,426,426,12,A1
tests,test_utils.py,Simple Tuple,428,428,65,A1
tests,test_utils.py,Simple Tuple,431,431,12,A1
tests,test_utils.py,Simple Tuple,435,435,12,A1
tests,test_utils.py,Simple Tuple,437,437,50,A1
tests,test_utils.py,Simple Tuple,550,550,28,A1
tests,test_utils.py,Simple Tuple,553,553,12,A1
tests,test_utils.py,Simple Tuple,557,557,12,A1
tests,test_utils.py,Simple Tuple,559,559,23,A1
tests,test_utils.py,Simple Tuple,562,569,12,A1
tests,test_utils.py,Simple Tuple,573,580,12,A1
tests,test_utils.py,Simple Tuple,584,591,12,A1
tests,test_utils.py,Simple Tuple,595,602,12,A1
tests,test_utils.py,Simple Tuple,604,604,34,A1
tests,test_utils.py,1 Nested Tuple,160,160,13,A2
tests,test_utils.py,Simple Tuple,307,307,27,A1
tests,test_utils.py,Simple Tuple,159,159,14,A1
tests,test_utils.py,Simple Tuple,159,159,32,A1
tests,test_utils.py,Simple Tuple,160,160,14,A1
tests,test_utils.py,Simple Tuple,160,160,33,A1
tests,test_utils.py,Simple Tuple,161,161,30,A1
tests,test_utils.py,Simple Tuple,294,294,25,A1
tests,test_utils.py,Simple Dictionary,495,498,15,A2
tests,test_utils.py,Simple Dictionary,499,502,14,A2
tests,test_utils.py,Simple Dictionary,503,507,16,A2
tests,test_utils.py,Simple Dictionary,775,775,17,A2
tests,test_utils.py,Simple Dictionary,778,778,14,A2
tests,test_utils.py,Simple Dictionary,213,213,58,A2
tests,test_utils.py,Simple Dictionary,224,224,58,A2
tests,test_utils.py,Simple Dictionary,236,236,62,A2
tests,test_utils.py,Simple Dictionary,253,253,62,A2
tests,test_utils.py,Simple Dictionary,539,539,43,A2
tests,test_utils.py,Simple Dictionary,540,540,30,A2
tests,test_utils.py,Simple Dictionary,161,161,13,A2
tests,test_utils.py,Simple Dictionary,307,307,38,A2
tests,test_utils.py,Simple Dictionary,550,550,48,A2
tests,test_utils.py,Simple Dictionary,553,553,33,A2
tests,test_utils.py,Simple Dictionary,557,557,33,A2
tests,test_utils.py,Simple Dictionary,559,559,38,A2
tests,test_utils.py,Simple Dictionary,564,568,16,A2
tests,test_utils.py,Simple Dictionary,575,579,16,A2
tests,test_utils.py,Simple Dictionary,586,590,16,A2
tests,test_utils.py,Simple Dictionary,597,601,16,A2
tests,test_utils.py,Simple Dictionary,604,604,55,A2
tests,test_utils.py,Simple Dictionary,616,616,32,A2
tests,test_utils.py,Simple Dictionary,619,619,29,A2
tests,test_utils.py,Simple Dictionary,650,650,13,A2
tests,test_utils.py,Simple Dictionary,652,652,36,A2
tests,test_utils.py,Simple Dictionary,653,653,37,A2
tests,test_utils.py,Simple Dictionary,657,657,16,A2
tests,test_utils.py,Simple Dictionary,658,658,16,A2
tests,test_utils.py,Simple Dictionary,294,294,36,A2
tests,test_utils.py,Files --> 'write' call function,68,68,8,A2
tests,test_utils.py,Files --> 'write' call function,109,109,8,A2
tests,test_utils.py,Files --> 'write' call function,116,116,8,A2
tests,test_utils.py,Files --> 'read' call function,141,141,8,A2
tests,test_utils.py,Files --> 'open' call function,145,145,13,A2
tests,test_utils.py,Files --> 'read' call function,147,147,24,A2
tests,test_utils.py,Files --> 'write' call function,329,329,12,A2
tests,test_utils.py,Simple Atributte,412,412,15,A2
tests,test_utils.py,Simple Atributte,413,413,19,A2
tests,test_utils.py,Simple Atributte,416,416,1,A2
tests,test_utils.py,Simple Atributte,444,444,1,A2
tests,test_utils.py,Simple Atributte,464,464,1,A2
tests,test_utils.py,Simple Atributte,483,483,1,A2
tests,test_utils.py,Simple Atributte,510,510,1,A2
tests,test_utils.py,Simple Atributte,536,536,1,A2
tests,test_utils.py,Simple Atributte,547,547,1,A2
tests,test_utils.py,Simple Atributte,611,611,1,A2
tests,test_utils.py,Simple Atributte,626,626,1,A2
tests,test_utils.py,Simple Atributte,645,645,1,A2
tests,test_utils.py,Simple Atributte,668,668,1,A2
tests,test_utils.py,Simple Atributte,685,685,1,A2
tests,test_utils.py,Simple Atributte,697,697,1,A2
tests,test_utils.py,Simple Atributte,712,712,1,A2
tests,test_utils.py,Simple Atributte,742,742,1,A2
tests,test_utils.py,Simple Atributte,764,764,1,A2
tests,test_utils.py,Simple Atributte,785,785,1,A2
tests,test_utils.py,Simple Atributte,797,797,1,A2
tests,test_utils.py,Simple Atributte,819,819,1,A2
tests,test_utils.py,Simple Atributte,820,820,1,A2
tests,test_utils.py,Simple Atributte,872,872,1,A2
tests,test_utils.py,Simple Atributte,905,905,1,A2
tests,test_utils.py,Simple Atributte,933,933,1,A2
tests,test_utils.py,Simple Atributte,50,50,5,A2
tests,test_utils.py,Simple Atributte,71,71,5,A2
tests,test_utils.py,Simple Atributte,84,84,5,A2
tests,test_utils.py,Simple Atributte,100,100,5,A2
tests,test_utils.py,Simple Atributte,156,156,5,A2
tests,test_utils.py,Simple Atributte,174,174,5,A2
tests,test_utils.py,Simple Atributte,196,196,5,A2
tests,test_utils.py,Simple Atributte,202,202,5,A2
tests,test_utils.py,Simple Atributte,215,215,5,A2
tests,test_utils.py,Simple Atributte,226,226,5,A2
tests,test_utils.py,Simple Atributte,238,238,5,A2
tests,test_utils.py,Simple Atributte,260,260,5,A2
tests,test_utils.py,Simple Atributte,269,269,5,A2
tests,test_utils.py,Simple Atributte,292,292,5,A2
tests,test_utils.py,Simple Atributte,299,299,5,A2
tests,test_utils.py,Simple Atributte,314,314,5,A2
tests,test_utils.py,Simple Atributte,349,349,5,A2
tests,test_utils.py,Simple Atributte,377,377,5,A2
tests,test_utils.py,Simple Atributte,397,397,5,A2
tests,test_utils.py,Simple Atributte,416,416,1,A2
tests,test_utils.py,Simple Atributte,444,444,1,A2
tests,test_utils.py,Simple Atributte,464,464,1,A2
tests,test_utils.py,Simple Atributte,483,483,1,A2
tests,test_utils.py,Simple Atributte,510,510,1,A2
tests,test_utils.py,Simple Atributte,536,536,1,A2
tests,test_utils.py,Simple Atributte,547,547,1,A2
tests,test_utils.py,Simple Atributte,611,611,1,A2
tests,test_utils.py,Simple Atributte,626,626,1,A2
tests,test_utils.py,Simple Atributte,645,645,1,A2
tests,test_utils.py,Simple Atributte,668,668,1,A2
tests,test_utils.py,Simple Atributte,685,685,1,A2
tests,test_utils.py,Simple Atributte,697,697,1,A2
tests,test_utils.py,Simple Atributte,731,731,4,A2
tests,test_utils.py,Simple Atributte,735,735,4,A2
tests,test_utils.py,Simple Atributte,712,712,1,A2
tests,test_utils.py,Simple Atributte,742,742,1,A2
tests,test_utils.py,Simple Atributte,780,780,31,A2
tests,test_utils.py,Simple Atributte,764,764,1,A2
tests,test_utils.py,Simple Atributte,785,785,1,A2
tests,test_utils.py,Simple Atributte,797,797,1,A2
tests,test_utils.py,Simple Atributte,862,862,4,A2
tests,test_utils.py,Simple Atributte,863,863,4,A2
tests,test_utils.py,Simple Atributte,864,864,4,A2
tests,test_utils.py,Simple Atributte,865,865,4,A2
tests,test_utils.py,Simple Atributte,866,866,4,A2
tests,test_utils.py,Simple Atributte,867,867,4,A2
tests,test_utils.py,Simple Atributte,868,868,4,A2
tests,test_utils.py,Simple Atributte,819,819,1,A2
tests,test_utils.py,Simple Atributte,819,819,20,A2
tests,test_utils.py,Simple Atributte,820,820,1,A2
tests,test_utils.py,Simple Atributte,896,896,4,A2
tests,test_utils.py,Simple Atributte,897,897,4,A2
tests,test_utils.py,Simple Atributte,898,898,4,A2
tests,test_utils.py,Simple Atributte,899,899,4,A2
tests,test_utils.py,Simple Atributte,900,900,4,A2
tests,test_utils.py,Simple Atributte,901,901,4,A2
tests,test_utils.py,Simple Atributte,872,872,1,A2
tests,test_utils.py,Simple Atributte,872,872,20,A2
tests,test_utils.py,Simple Atributte,916,916,19,A2
tests,test_utils.py,Simple Atributte,916,916,33,A2
tests,test_utils.py,Simple Atributte,920,920,11,A2
tests,test_utils.py,Simple Atributte,905,905,1,A2
tests,test_utils.py,Simple Atributte,958,958,4,A2
tests,test_utils.py,Simple Atributte,959,959,4,A2
tests,test_utils.py,Simple Atributte,960,960,4,A2
tests,test_utils.py,Simple Atributte,961,961,4,A2
tests,test_utils.py,Simple Atributte,933,933,1,A2
tests,test_utils.py,Simple Atributte,933,933,20,A2
tests,test_utils.py,Simple Atributte,50,50,5,A2
tests,test_utils.py,Simple Atributte,67,67,12,A2
